token;freq
vernesga;1
sobrerriba;1
aqueiciesse;1
guardassen;1
fer;3
entregen;1
lus;1
dágela;2
setembro;1
gonzález;44
armero;1
loriguero;1
escúsoles;1
santaella;1
terminiega;1
baños;4
alfóndigas;3
absueltos;1
agraviasse;1
bonamic;3
turuégano;1
fuentepelayo;1
baguilafuente;1
sotosalvos;1
cavallar;1
riaça;1
nabares;1
laguniellas;1
emprestado;2
pechás;1
vieno;1
gello;3
recibiese;1
pidido;1
avíamos;11
pasava;1
declaraciones;35
donaciones;2
mostráronnoslas;1
tractaron;3
compossición;1
fazenderas;1
escussados;3
aparten;1
medianos;2
ayunten;1
apartar;2
apartarlos;1
postremera;1
pescadería;3
çaguería;1
defendié;2
ponié;3
abiniéronse;4
pussiesse;1
naçca;1
alva;3
ferrandes;1
merchandías;1
vendieren;8
retorno;9
complidamentre;1
d´aquello;2
empleare;1
empleas;10
emplearen;1
alicante;7
guardamar;1
felín;1
chinchiella;1
d´estos;2
mercadería;3
almoneda;5
fruitos;1
cogida;1
criança;1
vendiéndolo;1
pasas;2
almendras;2
d´aquella;1
dizenoveno;1
orrigoporcel;1
partir;44
partades;3
arrahales;1
assignastes;1
puñad;1
merecieren;2
mandrique;1
merinal;1
defenden;1
contía;1
amenazaron;3
fallasen;1
sopiesen;1
osan;2
merinedes;1
plindado;1
pasedes;1
aseguredes;1
vellalpando;1
mención;3
entergué;1
despendido;1
çuleman;1
cogiere;2
sebilla;2
otórgola;3
acertastes;1
botillas;2
alvarenga;1
majuelos;2
armados;7
piédrola;1
tinto;4
viñuelas;1
figueras;1
decepadas;1
moguer;1
elario;1
cañas;1
hospitales;4
confradrías;7
solareguías;5
arrendó;3
abrahem;5
cabillos;1
comunes;8
regalengos;5
arrendamos;3
cuento;6
sesmeros;3
finaron;2
encubiertos;2
recabdaron;11
arrende;2
emprestamos;2
tafurerías;3
amparas;3
traxieron;1
argent;1
bermejón;3
mostrenco;2
décima;3
crebrantadas;1
talavera;4
almoxerifagos;1
baratas;3
galardones;2
senziello;3
veyente;2
mesnaderos;3
soldadas;5
sesenes;5
salamanquesas;3
pujesas;2
abatan;3
afinen;4
trabuquen;2
fundan;4
pugesas;2
novenes;3
despechamientos;3
prometémosles;6
arrendar;4
pongamos;6
pedieron;3
abonado;5
mezcla;9
acusare;4
salve;5
libremos;3
conejuna;2
privilegiados;3
cohechamientos;2
podríamos;8
aguaziles;1
emprestados;4
emprestaren;1
mercaduría;2
peñaflor;8
cabeza;45
marzo;27
açnar;1
escrivio;1
acrecentarlos;1
alcacerías;1
calderas;1
teñir;1
barquiella;1
barquiellas;2
fructa;1
ortalizas;1
cojechas;1
criazones;1
usaren;1
d´ellas;1
ganassen;1
d´estas;2
mezquitas;4
fossarios;1
moradas;1
muden;3
concejeramientre;1
d´aquel;1
heredados;5
convienen;2
rúas;2
apuestas;2
adobaren;1
palmos;2
ancho;4
levantaren;1
cimiento;1
ensanchen;1
d´otra;2
derriben;4
varrio;1
menoscabades;1
tomad;3
vendedlos;1
entregadvos;1
cuã;4
mo;4
garcã­;1
gonã§ã;1
lvez;1
ez;1
macã­a;1
personerã­a;2
joã;3
sã­;3
nã³s;5
seã±or;8
besar;3
pies;11
pã­denvos;1
endereã§ar;1
razã³n;4
perdedes;1
pierde;8
tuã;1
llennos;1
vendamos;1
vendemos;4
tã³mannoslas;1
tã³mannos;1
cã³mpranlas;1
arriendan;2
vozes;6
caloã±as;4
defendiã³;2
ningãºn;6
arrendassen;1
entendiã³;1
perdiã;1
canã³nigo;1
defienden;7
coã±usco;1
talla;2
pecharã­an;1
casasse;1
clã;6
rigos;6
pedides;2
fincamos;1
podemos;29
compartiessen;1
assã­;5
comparten;5
soliã;4
achã;1
cannos;1
fã;1
zennos;1
perdemos;1
fariã;1
trã;1
yennos;1
contendedor;1
yudgan;2
agravia;2
queâ·l;2
apellan;1
alã§ada;1
tã³manle;1
apellaciã³n;1
ã½;5
entienden;3
serã;2
querrã;1
piã;1
rdese;1
peor;29
trabajan;4
dalo;2
poridade;2
leemos;3
estanco;6
vendiã;1
entramente;1
perã³;5
envã­an;1
tã³malo;1
traye;3
bever;3
guarecen;1
acarrea;1
metiã;1
dã;4
zimo;1
omizianes;1
defiados;2
plaã§as;1
sepulturas;1
prende;2
carnicero;2
panadera;3
enfã­a;1
enlizas;2
escrã­venlas;1
notado;1
nto;1
portage;2
daã±o;3
pana;2
recibamos;1
tira;5
algãºn;1
raã­z;2
diã;1
ronnos;1
niâ·l;1
costumbraron;1
seã±ores;1
vezinas;5
yazen;4
oã­das;1
respuestas;6
yudgamos;2
alã§ar;2
deles;4
ventena;2
consouno;3
aquã­;5
xeixalvo;1
rante;1
pinol;1
reã§a;1
canedo;1
bovadiella;1
castedã³n;1
meende;1
vinas;1
puã;1
engaã±o;1
yãºrelo;1
cabeã§a;1
yalo;1
aãºn;1
yure;3
envã­a;1
traya;2
yudgare;1
avã;1
ngase;1
deâ·l;1
voces;5
merecimiento;1
defenderse;2
trebejo;1
venza;2
aforadas;1
canã³nigos;1
omezianes;1
manifiestas;2
cuantã­a;1
estã;1
usados;3
faziã;2
libraremos;1
despuã;1
sopiã;1
remos;3
miã;3
rcoles;3
martã­nez;2
sigã¼enã§a;1
escriviã³;2
millã;1
aellã³n;1
aã±o;2
sã;2
ptimo;2
regnã³;2
ferrã;3
ndez;2
parecieron;5
sastre;5
compañía;45
caza;8
güérfano;1
combiene;4
ponello;1
hombre;78
sustentarse;1
poderlo;1
eredado;1
coza;7
asentó;3
muchacho;11
siguientes;17
enseñe;2
bestir;3
cure;3
enfermedades;17
tratamiento;9
asiento;5
consierto;7
resibe;3
enseñalle;3
ensenará;1
leal;3
encubrirle;1
abilidad;1
aprendello;1
enseñárselo;1
cumpliéndolos;1
gergueta;5
entiende;14
capote;4
ropilla;5
calsón;3
jubón;4
medias;6
estambre;1
sapatos;1
sombrero;3
fallas;8
cuidado;14
haziéndolas;1
obligáronse;1
prometió;6
aprender;6
ofisio;2
asistir;3
batista;1
barela;4
regne;2
calvón;1
alixa;1
éi;3
muller;1
aldonza;2
vostros;2
complí;1
selas;1
panos;1
veras;2
armiñas;1
moras;4
piel;24
folbez;1
diei;1
aquelos;1
raída;1
desapoderada;1
vostro;2
senorío;1
aades;1
donar;1
asi;13
ena;4
morte;1
dou;1
falago;1
amenaza;11
dous;1
propincuos;1
maorales;1
estrana;1
firmamiento;1
maldito;2
descomungado;1
enfierno;1
dampnado;1
duple;1
mellor;1
bon;2
puro;17
sou;3
robramiento;1
ye;3
ponferrada;2
regnava;1
honor;23
rodríguiz;3
maor;1
nuno;1
laurenz;1
valdornia;1
gutérriz;1
fillo;2
tiedra;2
arcediágano;1
capelán;1
sempre;2
remanecisse;1
firmedomne;1
mandéi;2
siero;3
doctor;19
uscátegui;7
foráneo;1
jurisdizión;1
subalterno;1
subdelegado;1
pazcual;2
gonsales;1
matrimonial;1
pende;2
instruirla;1
decreto;3
ratificar;3
confeción;2
dilixencia;2
alla;3
grillos;2
serbir;3
franquearle;1
ratificación;3
encargo;3
haré;4
requirimientos;1
lleguen;5
pondrá;5
requirimiento;1
poniéndolo;2
ayuntadamientre;1
ayuntamientos;4
priviligiados;2
nuestos;1
empeesca;1
demandáremos;1
meyatad;5
especiales;3
revocámoslas;1
viviendo;6
aborah;1
ximón;1
muñiz;2
guisbert;1
castelnovo;1
casstiella;1
ere;1
aplaze;1
aplazare;1
escarmiente;2
gradefes;1
gredefes;2
moriel;1
faján;2
cigüença;1
villiella;1
briçuela;1
miento;1
dioles;3
rieto;1
verme;1
librará;1
ender;1
troxieran;1
despensa;4
embían;2
entendiéredes;2
ta;3
afirmar;9
cred;1
deservicio;1
dieze;1
godiel;2
alguaziladgo;2
mandola;1
sepúlvega;2
pedraza;1
bezerros;1
potros;1
muletos;1
lana;17
menoscabe;1
cúmplalo;1
rompía;2
bustamant;1
aciquiaje;1
rufa;1
sobrecequiero;1
pagasen;1
eso;166
cara;28
vo;1
gradiré;2
troxiéredes;1
póngolos;1
tomávades;3
pidióme;4
embíovos;1
ronches;1
leis;1
enea;3
montleón;1
recudiedes;1
pararle;1
caloñar;1
caramientre;1
ayelo;3
acozuldinar;1
puslena;1
atafonas;1
collatión;1
bivarragel;1
auctoridad;1
quince;27
dezmassen;1
facedes;1
dezmedes;1
montesinos;1
temíades;1
fuérades;1
enculpados;1
sacárades;1
perdonados;1
temades;1
contrallados;1
fiadurías;2
pararvos;1
deviéssedes;1
quebrantarlas;1
fozes;2
entendiesse;2
fialdad;3
mantenidas;1
xlii;1
traballássedes;1
despesas;2
diedes;3
novo;3
setenbre;1
órdeo;1
rematadas;1
recibades;4
otorguedes;1
yamás;3
enviade;2
enviádenolas;1
navidad;5
verná;2
enviádenos;1
gradirvolo;1
plazerá;1
pequeña;29
desempeçarién;1
pararié;1
enviastesme;1
mudasse;1
otórgovoslo;1
catedes;2
entendudo;1
escusarvos;1
yurare;1
promessa;1
tornaré;1
postrimero;4
alcaraz;23
ferran;4
entraran;1
gorgogi;3
franca;4
alvaladejo;1
borialista;1
terrinches;1
finojo;1
mayello;1
odes;1
almedina;2
cernina;1
jamila;1
alcobiella;1
montagudiello;1
navas;2
condessa;1
plana;1
sarça;1
cañamares;1
cañamarejo;1
turra;4
salidiello;1
carriçosa;1
aljezira;1
roidera;1
tocón;1
membriella;1
carrizal;1
quitrana;1
viejas;3
ajos;1
almuradiel;1
cuervo;2
villarejo;1
ruvio;4
manjavacas;1
mostrarién;1
adurié;1
maiores;1
leyémoslas;1
razonamientos;1
dexáronlo;1
sueltamientre;1
lavrados;1
montiel;9
albaladejo;1
devisaron;1
desend;2
puerco;1
querellado;2
contradicho;1
moverles;1
sacadas;3
espino;2
paterna;3
riopal;2
vianos;1
almenara;1
segura;14
pastura;1
jazer;6
alfambra;4
heznavexore;4
comunale;1
za;1
alcayad;1
montadguen;5
frederico;3
henrrico;1
predictam;1
ibidem;1
contentis;1
ordini;1
tellius;6
bernaldus;6
secobiensis;3
lupus;6
malrici;2
salamanticensis;2
laurencius;6
gomicii;1
ramirus;3
arie;2
confirmámoslos;1
entonze;3
entendiéremos;2
gradézcovoslo;1
oavié;1
hyo;1
teservi;1
redaccas;1
quda;1
romance;1
as;2
enseñaron;2
redacc;1
adúrçaa;1
oláriçu;2
eali;2
én;1
propincuo;2
harriega;1
ont;2
govía;1
larrahur;1
oquina;1
deredia;1
çuhaçu;1
alogamiento;1
armaren;1
chicos;18
yen;4
corso;1
naf;1
treintena;1
galea;1
peores;7
saetía;1
octaenta;1
armadores;1
ancorage;1
valiere;2
tomarlos;1
faziéndoles;2
viage;1
loguer;1
mercader;2
detenido;6
firmança;1
torno;16
cativazón;1
obre;1
quintal;3
romana;5
mesuras;1
arráez;2
racioneras;1
caças;1
pesquerías;1
francas;5
salli;1
das;6
pescaren;1
caçaren;1
alboferas;1
çahebalbafaría;1
aminguar;1
xviª;1
baeciensis;2
lucius;1
gonçalvii;2
engañosamentre;1
quitávamos;1
mandávamos;1
vendiéndolas;1
dándogelas;1
perdién;2
pacién;1
astragavan;1
perdié;1
corres;8
arepia;1
logorra;2
yuida;1
arratu;2
ituri;1
frucho;2
arlançón;2
alfons;1
sedmana;1
sanchester;2
sacava;1
feridas;1
entregássedes;3
enviasse;3
assentedes;1
assentado;1
niega;4
provedes;1
provando;1
enviava;2
cumpliendo;4
llegavan;1
ívades;1
alongávades;1
agraviamento;2
parare;1
podiéredes;2
doliente;1
ides;3
romería;1
devades;1
alçadas;6
forçava;1
fuié;1
feriedes;1
pregonedes;1
gunçalvo;1
morán;3
ovedo;2
obispaldo;1
jahenii;1
llanes;1
nuncios;1
tuellen;1
tolgades;2
ponet;1
mandégela;1
laza;1
porcelín;1
porcel;4
fonsarios;2
recebrién;1
previllegio;1
alhobces;4
desamparen;1
alcarías;6
petronina;1
paulín;1
alconeiçar;1
parcina;1
dolcholas;1
alcadidi;1
lobanina;1
balarchi;1
lobet;1
porçunes;1
sobuerval;1
cazalla;1
triana;1
dorbaniçale;1
quiniciti;1
talme;1
veres;1
çaudin;1
palmata;1
çahaui;1
ortuina;1
marinina;1
tafeit;1
almogávares;2
soldoñuela;1
fehenín;1
onuius;1
torcos;1
açutén;1
alhauzina;1
machaniella;1
dexma;1
valencina;1
atostón;1
ziza;1
palomar;1
alfaquim;1
alhadedin;1
addihal;1
alboiorta;1
ardiles;1
librena;1
puxlena;1
todroz;1
çach;1
algubet;1
borg;5
haldonz;1
meitat;5
çahele;1
mitat;1
mallieç;1
çoma;1
machar;11
yanco;1
abdolquevir;1
tatari;1
cobiz;1
asarafi;1
bec;1
jaucina;1
almaul;1
islen;1
capachón;1
noomne;1
abnelget;3
firitar;1
alhauzeni;1
palmit;1
abzueiz;1
azubeidi;1
senena;1
aitania;1
fondire;1
alhauzani;1
milain;1
cuneid;1
alboteca;1
gizira;1
xahfón;1
fidim;1
alhagar;1
balhauzna;1
peonías;2
empeñen;1
cambien;2
amojonaron;2
determinaron;1
anme;1
previlegios;8
confirmo·l;1
corriesse;1
andava;2
creer;11
leoneses;2
dígila;1
mantoviesse;1
verné;1
manterné;2
yuré;2
quirades;1
iré;1
confirmamiento;4
portugal;18
honra;5
amparamiento;1
acordando;2
ballestero;2
agraviamiento;1
manrique;3
onor;1
cotades;1
defendedes;1
prindades;1
enmendedes;1
forcias;1
venit;1
enviat;1
concello;1
virdes;2
ziudad;2
prínzipe;1
conzertó;1
fabián;4
chontal;2
carrillo;6
lízito;1
patacones;3
bula;1
curarlo;1
enfermedadez;1
acuda;1
misa;8
festivos;1
aser;1
isiere;1
obligaron;4
referido;4
sentenzia;2
renunsiaron;1
favor;44
supo;8
bernardo;1
rivas;2
capracio;3
colladiello;4
refitorio;2
yuguero;3
herdamiento;1
fazedor;2
empadrone;1
pendre;3
cccxxxviii;1
cccxxxix;1
fiezese;1
peires;1
daor;1
demandara;1
cález;1
quebrantados;1
cordova;1
sibilie;3
jahennii;1
recabda;1
parias;1
mandadera;1
yuánez;1
rogaré;1
pedill;1
ganarvos;1
verdaderamientre;2
letra;4
emprestastes;1
cánones;2
esidoro;1
etimologías;1
cassiano;1
lucán;1
mariano;8
vesinos;1
parecemos;1
desimos;1
hemos;41
quebrantado;1
juntar;2
livertad;3
prompta;1
avaluar;1
interbención;1
ordinaria;3
quedará;2
mulatos;1
livertos;1
suplicamos;2
llevamos;3
hacerlo;24
resibiremos;1
decimos;2
compulcen;1
extraigan;1
pretesto;2
intento;9
estorvalle;1
póngace;1
líbrece;1
avaluarla;1
compulzará;1
hermana;19
ses;1
juñio;1
cidat;1
librades;1
recudir;1
pedién;3
aseñalado;1
aplazamiento;11
befetrías;1
regalengas;2
cúmplanles;1
universidat;2
carestía;2
sofrer;1
quesiessen;1
tragan;2
estatuto;6
pleitesía;1
emplazassen;1
coñoçida;2
escalona;3
santísima;3
trinidad;20
hijo;36
berdadero;1
bibe;1
reina;15
siglos;6
birgen;1
tomo;7
abogada;4
santas;1
cielo;21
vera;7
sente;1
ligítimo;2
moso;3
bibo;2
enfermo;2
entero;10
testamento;13
temiéndome;2
deseando;2
ánima;4
salbación;1
creyendo;6
creo;44
cree;27
católico;1
ordeno;2
postrimera;2
encomiendo;2
crio;1
redimió;2
presiosa;1
serbido;3
llevarme;2
bida;2
enfermedad;17
parroquial;1
sepoltura;3
mariana;3
campuzano;1
suegra;2
acompañen;2
alta;25
cantada;1
réquiem;2
bigilia;1
dispuesta;6
limosna;8
enterramiento;1
rezadas;2
brebedad;1
ánimas;2
abuelos;1
purgatorio;1
resada;3
monsarrate;1
guadalupe;3
bienabenturado;1
paula;2
forsosas;1
senzillos;1
declaro;25
gomes;16
resto;42
fenecimiento;1
cobró;1
bale;4
dexo;1
sigura;4
declarare;1
dejó;23
hecha;14
restare;1
dever;2
herreros;4
altas;13
rubio;4
uza;1
cubillo;1
güerta;12
arboleda;4
siruelos;1
frutales;1
eredades;1
coxía;1
sebada;1
senteno;1
heno;1
cabalgaduras;1
imbierno;2
pedaço;14
pegado;2
sarsa;1
dehesa;2
eredad;4
detrás;13
ermita;1
solana;3
bibir;1
saliendo;4
isquierdo;1
cercada;2
laba;1
frente;77
álboles;1
roble;5
amolar;1
obejas;1
pertenesiere;3
proceden;6
aposento;1
hazia;1
bahareque;1
pedaso;1
pagué;3
pagó;5
vas;9
compré;15
linda;8
criollos;1
ube;3
cómpreda;3
papeles;8
paño;4
morisquillo;2
bestidos;4
traído;4
pares;2
uzados;1
uzadas;1
guarnisión;1
silla;7
brida;1
estribos;1
cujinete;1
uzado;1
daga;1
traje;10
cargazón;2
saqué;2
batán;3
frisas;1
gerguetas;1
sayales;2
camisetas;6
mantas;11
chumbes;2
conserba;1
guayaba;1
sombreros;3
tafetanes;1
damasquillos;1
tenia;4
baras;3
troqué;1
trueque;1
lopes;4
barquesimeto;1
bara;2
bendidos;1
pareserá;1
encaje;2
berá;4
procedió;1
dirigido;3
aranguren;2
reza;4
dijere;4
tersio;1
mezes;1
resebí;1
fresadas;3
sayal;2
camizetas;1
chunbes;1
parecerá;2
encaxe;1
ba;3
tratando;7
bendí;3
fernandes;11
tratante;2
vendí;1
precios;31
aforrados;1
toquillas;1
libra;7
ceda;1
torsida;1
colores;11
eseto;2
duzientos;1
resta;3
resa;1
remito;4
procede;7
hasienda;1
negra;14
nación;19
angola;5
bestilla;1
pertenes;1
esclava;3
cargasón;1
machos;12
manços;2
serreros;1
herrados;1
hierro;6
costaron;4
herrero;3
contado;4
macho;6
entrambas;2
rosales;1
manças;1
ajusta;1
pertenesen;1
trastes;1
deben;37
belado;2
durante;153
procreado;1
ligítimos;1
dionisia;2
bera;2
declarar;6
legatos;2
dejo;8
nombro;4
albaceas;1
marín;15
bendan;1
fiado;1
combenir;1
albaceasgo;2
aceten;1
depare;1
satisfecho;6
remaniente;3
quedare;2
acsiones;3
semobientes;1
unibersales;1
llamadas;6
ereden;1
gananciales;2
reboco;1
anulo;1
última;45
abendaño;1
peres;8
mu;1
cobiertores;1
yusso;1
misiones;4
escuelas;4
seguramientre;2
estableció;4
cuerdamientre;1
acaezca;2
guardiano;1
guigelmo;1
vellido;1
calónigo;2
lamego;1
vallisoletun;1
murça;2
lenteya;1
pego;1
decían;2
debdos;2
refuir;1
trabayos;1
venialvo;1
facemos;1
fecier;2
ploguier;1
feciemos;1
messa;1
hiço;4
parecer;13
cojo;7
tabay;10
alferes;2
venavente;1
defençor;2
recivió;4
desir;5
aviéndosele;2
lengua;12
hicieron;13
repreguntas;1
fuele;16
preguntado;26
mucutibarí;1
aricagua;1
uscátequi;1
reo;1
lid;1
tejer;3
pagan;4
responde;26
cauça;3
trujeron;1
mohán;10
hechisero;1
xente;2
mohanerías;1
hechisos;3
nadie;76
santero;4
cierra;4
conoció;15
confesante;14
mató;9
matava;2
muriese;4
riñó;2
barriga;1
hinchada;2
úrsula;2
reñido;3
conose;3
conosió;7
hixo;2
rafaela;2
lucrecia;2
andrea;3
hernando;5
veneno;9
tubieron;1
intérprete;2
sacies;2
vernavé;2
murieran;5
preñada;2
arrancando;1
paxa;1
rodó;1
marcela;2
petrona;1
matarlas;1
declare;2
hechiso;1
yndio;1
piesas;4
averlo;2
hechiço;1
supiera;3
dixera;1
inés;4
india;8
ladino;8
sercana;1
parir;2
untó;1
pescueço;1
sopló;1
gabriel;3
muriesen;3
mostruo;1
descalabrado;1
dejar;31
hartó;1
cursos;4
calenturas;1
fríos;2
matarlos;1
ambrocio;1
plátanos;3
comió;3
muchila;1
yucas;2
tejedor;1
bernavé;4
deonicio;1
sipriana;1
mujer;47
enseñó;4
enseñado;2
retiró;5
ocultó;3
escondió;1
cueva;4
retirado;4
enfadado;5
disiendo;1
reservando;1
afirmó;62
ratificó;4
aspecto;12
firmólo;3
defensor;3
aventurado;1
ganarla;1
heredarla;1
diezmen;2
losas;1
ortaliza;1
diezman;1
palenzia;1
plazenzia;2
liveri;1
fortún;2
horozco;1
bodaña;1
rabada;1
feznalcolla;1
bilforado;1
cavalgaren;1
adalides;1
almugavares;1
almucadenes;1
vallesteros;1
almuxerif;1
avinién;1
nacién;1
selmaneros;1
comieren;1
refectorio;1
cozina;4
denlos;1
echáremos;1
solemos;1
selmana;1
dexare;4
plógonos;1
otorgámosgela;1
devien;1
tablado;2
yugada;1
deyuso;1
thesaurarius;1
toletanus;2
entendí;6
ell;1
fizier;5
colgados;2
conta;1
alpechín;2
dexaran;1
demandonos;1
oviéramos;1
andieraço;3
marchena;1
otrossi·l;5
parral;2
torreziella;2
pedaços;2
garrovo;2
palacio;18
palmiella;1
gallego;14
pascuala;2
cano;1
meéndez;1
espero;11
joána;1
çambrano;2
santlúcar;2
fue·l;1
tomada;9
montoro;2
salido;7
negro;25
óvola;1
dexada;1
capellanía;1
fueles;1
diosdado;1
majuelo;3
sobredicho·l;2
traidores;2
compró;5
dessirvicio;1
prendar;2
dulda;1
peñas;3
viana;4
forçadas;1
abeno;1
quitássedes;1
condición;12
eclesiástica;2
demandávades;4
gerónimo;1
izarra;1
altuve;1
fundase;1
útil;5
principiado;1
ocurrió;8
cometió;3
diesen;2
convenientes;3
inconvinientes;1
ofrecer;5
consiga;2
ofresco;3
aposentos;1
consideración;7
abentajado;1
territorio;23
suficiente;26
importante;54
maízes;1
estanzia;1
religiosas;2
sirbió;1
maese;1
venido;4
cázeres;1
conquistador;2
desbarate;1
tirano;2
aguirre;16
publicidad;6
notoriedad;1
admita;1
abiso;1
bienabenturada;1
clara;11
nombrándome;1
calidades;1
preeminencias;1
gozan;2
gozar;2
fundadoras;1
faltare;1
profesar;1
parienta;2
cercana;5
nombrásemos;1
reciviré;2
burgeses;2
balesteros;2
balestas;1
leños;1
cubiertos;2
d´algo;1
mándelo;1
súarez;2
lleneramient;2
sadornín;1
caranca;1
astúliz;1
lantarón;1
sobrón;1
modropio;1
prestameros;5
alcades;2
pertenecían;2
alvoroçados;1
volver;29
gresgo;1
atreverse;1
fablas;1
pertenezcan;1
creed;1
fariedes;1
atrever;1
aguardaron;1
filipe;1
manric;1
hanríquez;1
hueça;1
gome;1
asseguro;1
judgamiento;1
reimondo;1
cuyas;8
compromisso;1
avenidores;2
judgaren;1
pendente;2
bayona;2
miguéllez;2
londres;11
perpunter;2
mainet;1
informó;35
cárdenas;15
visitador;1
informaciones;7
conceder;5
conveniente;5
ducientas;1
travezía;1
congrua;1
sustentación;2
necessario;1
margarita;4
cumaná;1
llevar;39
acrecentará;1
provincia;17
recivirá;1
acrecentamientos;1
julián;5
cortáçar;1
merece;13
serrazín;1
mínguez;1
razonassen;2
fincarién;2
montassen;2
coñocién;1
ermanos;1
otorguégelo;3
franqueava;1
quitava;3
guio;1
ayudó;3
conquistas;3
apostóligo;2
escusarles;1
antiguamiente;1
conquisiere;1
regnare;6
quítesse;1
chillón;2
tenida;1
eznalcáçar;1
quarto;1
pascasius;1
gienensis;1
gonsalvi;1
jaheni;1
gonçalui;1
guterri;3
fernandez;1
notari;1
vendérgelo;1
peón;4
guardarse;1
aquél;1
exiemplo;2
frederique;3
dámosvoslas;1
plaças;1
acaeciendo;2
primo;4
estrañezas;1
partiose;1
chaceller;1
portalgueros;2
portalgo;5
pendravan;2
mandoles;1
quesiestes;1
pendraron;1
pendrad;1
tenedla;1
quesiéssedes;1
lucena;12
baena;2
poley;2
confirmámosle;3
següença;2
beard;2
estrada;12
marques;11
obras;16
aberme;1
vbidiente;1
induzimiento;1
pura;10
perfecta;3
irrebocable;3
bibos;3
midió;4
amoxonó;1
garçón;5
compoziciones;1
mexía;1
cabesada;2
barranca;1
sobras;2
felipa;1
alindan;1
títulos;17
susesores;6
ubieren;2
ayáis;1
tengáis;1
pertenecer;4
transfiero;1
acsión;1
disisto;1
propiedad;16
posesión;14
personales;11
cedo;2
traspaso;8
buestros;2
iputeca;1
bos;7
quiziere;2
podáis;1
buestra;4
entretanto;3
tomáis;2
aprehendéis;1
constituyo;2
inquilina;1
tenedora;1
posedora;1
inmensa;3
congruamente;1
sustentar;1
codisillo;1
tásita;1
entrego;4
orijinalmente;1
prohíbe;10
dedos;6
estan;4
acetaba;1
acetó;1
donado;1
resibió;1
sessientos;1
olun;1
patrimonio;8
cruña;2
letr;1
lxxxviiª;1
chanciller;1
trabajavan;1
chancillería;2
brihuega;2
contengan;3
reinaren;1
pudieran;6
cuantol;1
mandelos;1
acensar;2
tod´el;1
farina;1
almodí;1
crstianos;1
pescaderías;3
bercerías;4
caterina;1
monlor;1
cierran;3
rovres;1
carnicerías;2
apuesta;10
alugar;1
acensadas;1
alugadas;1
fanegas;3
toledanas;2
arroio;1
almendoval;1
ajúntanse;1
azembuche;1
ajunta;1
cantinana;2
deus;2
vendiéndogelo;1
lazren;1
montferrat;1
belmontc;1
ponç;4
batissela;1
cientfuentes;1
fizle;1
di·l;1
embiósseme;1
libertad;25
ni·l;1
conceyo;6
fremoseye;3
asperamos;1
propriedade;1
herencia;5
enos;1
devandicha;2
jurisdicción;2
usamos;1
salva;5
juncta;1
juncteros;1
furen;1
feicha;1
diomingo;1
mulier;1
yolante;1
enciensos;1
infurciones;1
villadiego;3
contra´l;1
aparescades;1
prendastes;1
pareser;2
pidimento;1
surgiere;1
pedimentos;1
casique;4
hechicero;1
huido;2
escondido;3
chama;2
preguntádole;2
hechizos;2
echisos;2
magdalena;4
alvarrán;2
guáimaros;2
oyó;3
concintió;1
amistad;15
ilícita;1
matarla;1
asimismo;26
biendo;2
soñando;3
loca;6
echava;2
narises;1
materia;24
boca;23
regidor;3
riñeron;1
estubo;3
desvariando;1
mejorava;1
volvía;1
chicha;1
hiciera;6
regañando;1
inchado;1
joseph;4
beguilla;1
jacinto;2
biejo;2
cacute;3
buructec;2
pila;4
perros;7
casadores;1
escondidos;1
mohanes;2
siéndole;2
leído;5
capaz;27
onrada;3
fábricas;5
començaron;2
salliéronme;1
recudiéronme;1
dix;1
rogáronme;1
ternía;1
guardaría;1
caveros;4
aparté;1
saçón;1
érame;1
paré;1
defiéndoles;1
cavero;5
despechamieto;1
terrería;1
facerles;1
atrevimiento;1
plogo;1
otorgáronmelo;1
errassen;1
toviéredes;3
tomáredes;1
embiáredes;2
escogiere;1
muebda;1
on;5
apreciada;1
juidgado;1
periglo;1
vil;1
rafez;1
tovisse;1
onta;1
cofradrías;2
malas;2
encubiertas;1
paramientos;1
desfagades;2
luminarias;1
confuerços;1
apartamientos;1
calças;1
dupladas;1
descubriesse;3
manceba;2
comam;1
novio;10
novia;8
comiessen;1
cobdicia;2
apartadas;1
mia;3
perdieron;5
mandámosgela;1
començarán;1
trasladada;1
ressureición;1
fueremos;1
venceo;3
ome;1
órdene;1
fizioron;1
omanage;1
gordo;9
luçoya;1
ahuelo;2
deviéndoles;1
signados;1
librada;1
pendrare;1
parescades;2
personalmente;7
jahén;1
mota;4
feligresía;1
ferrería;1
escusadas;1
ningua;1
moy;3
fora;1
otórgavos;1
costunbres;1
imperador;1
d´ante;1
mití;1
consinta;1
for;3
isto;1
dizendomelo;1
enviándomelo;1
cuerte;1
mamparedes;1
depós;2
veneren;1
estodieren;1
joízes;1
judgarse;1
castelleros;2
elche;4
rotobas;1
rótobas;1
arrótovas;1
assessegada;2
recebiemos;1
orense;4
avuelos;2
donando;1
minguadas;1
eredaron;1
lexaron;1
feziéronme;1
pediron;3
defendiestes;1
trabucasse;1
corría;3
fendiesse;1
ordenássedes;1
salamanqueses;1
jurégela;1
sabedores;1
lavre;1
valgan;2
blancos;15
funda;2
dozientas;1
tahúllas;1
aseñaló;1
ussassen;1
sacades;1
mejoredes;1
culpas;3
lazdre;2
sobrelevador;2
collaço;1
apaniguado;1
yoguiere;1
chica;8
almotaçán;1
cayesse;1
falta;55
desorejar;1
trasquilar;1
açotar;1
