token;freq
likum;1
leant;1
pɾowe;1
likus;1
fawoɾ;1
twis;1
kli;28
sara;2
mowe;1
tɾiti;1
anaɡ;1
nweb;9
saabe;2
axus;10
iɾan;11
toɾno;39
sses;2
naben;2
akei;2
pɾiɾ;2
eno;69
elo;8
ije;2
twe;6
bse;3
kaɾe;3
aɾis;12
djeķ;7
emi;63
bent;3
fol;4
sekje;1
dwei;1
ara;14
ste;8
bed;1
saban;7
ksksib;1
sim;67
peķo;1
oʝo;1
xeoɾ;19
seint;3
iksje;3
oia;4
aɾenķadi;2
afi;34
ɡat;5
eɾo;1
aɲal;2
miss;3
ieɾno;7
iwan;4
lus;49
mik;5
ɾjaķa;1
saba;3
kussa;3
naķ;1
plea;40
pleas;10
t͡ʃin;8
fɾwi;1
kɾjanķa;1
ori;4
araa;1
ɲad;1
osan;2
plin;1
dɾjas;9
ɡias;11
xent;2
enes;5
xesas;4
floɾ;16
aķ;1
ɾwas;2
apwes;15
mad;5
ded;1
kwã;4
lbes;1
xoã;3
twã;1
arjen;4
ɡãºn;7
djã;3
klã;6
ljã;4
at͡ʃã;1
fã;1
ɾjã;2
tɾã;1
ɾã;2
rã;4
pjã;2
ɾde;1
peoɾ;30
lee;12
tjã;1
dã;5
nto;1
souno;3
ksei;1
ksal;1
meen;2
pwã;2
iãº;1
aãºn;1
abã;1
nɡa;1
sjã;2
mjã;3
ɾko;4
ʝã;1
sã;2
pti;2
ndes;2
ɲja;46
bɾiɾ;13
sapa;5
som;25
pjel;24
djei;1
aades;1
dou;70
fala;1
dous;1
ʝoɾ;10
sou;4
nuno;2
baldoɾ;1
dom;4
dok;25
kate;10
neo;43
teɾno;14
njal;34
tɾwiɾ;17
liksen;2
keaɾ;2
pees;1
ɾjel;1
bɾiķwe;1
kɾed;1
djel;7
mant;2
eso;166
leis;1
enea;3
t͡ɬeon;1
aie;4
tjon;57
kslii;1
bjade;2
rin;7
odes;1
saɾķa;1
bɾje;5
axos;1
pino;3
bekso;4
iad;2
ʝjus;6
aɾje;3
oa;2
dak;7
dakk;1
kwo;8
ont;2
wɾ;22
oki;3
ķuaķu;1
naf;1
sae;1
taen;2
manķa;1
obɾe;21
araes;2
kaķas;1
ķae;2
amin;1
ksbiª;1
iwi;1
itu;1
lanķon;2
fons;1
ides;3
fwie;1
ɡwnķal;1
xae;2
bɾjen;3
ķaɾ;1
ɾķu;1
niķa;1
siti;1
ķau;1
ķaawi;1
feit;1
fee;2
onwius;1
aķu;3
alau;3
deks;1
atos;1
kim;6
addial;1
bojoɾ;1
boɾɡ;5
dons;1
ʝjeķ;1
asa;6
bek;2
xau;13
maul;1
t͡ʃon;9
noom;1
abnel;3
mit;1
absweis;1
asu;36
sene;1
lain;2
neid;1
dim;5
balaus;1
kɾeeɾ;15
onoɾ;1
nit;1
isje;1
eti;10
sjano;1
ɾjano;20
ɲjo;1
fɾeɾ;1
tesja;5
ķi;2
ɡlos;6
ani;95
kɾeo;49
kɾjo;9
kjal;2
pol;13
akom;32
kjem;2
bjena;2
ksja;4
daķo;14
saljen;7
fɾi;49
t͡ʃum;2
ial;2
t͡ʃun;2
manķos;2
manķas;1
nesen;1
seas;9
aksjo;4
anu;8
akaes;2
fwiɾ;1
ɡieɾ;1
ʝķo;4
fenķoɾ;2
aɾi;17
kauķa;3
moan;11
ʝn;42
ʝkso;2
dɾea;3
sasies;2
aran;13
t͡ʃiķo;1
ines;19
kweķo;1
bɾjel;3
tɾwo;6
fɾjos;3
foɾtun;2
fek;59
eʝ;4
daķos;2
kano;83
ķam;2
t͡ɬu;2
abeno;1
isa;3
util;5
ofɾes;4
mai;19
ɾano;31
pɾee;2
sadoɾ;1
tulis;1
bɾon;19
kɾeed;1
ɡɾwa;3
taķaɾ;1
ɡio;29
lwi;3
peon;37
eksjem;2
plaķas;1
dɾad;4
beaɾd;2
obɾas;16
bbi;3
ɾķon;5
meksja;1
alin;1
aiais;1
ɡais;3
tɾans;127
aksjon;1
ipu;1
dais;2
apɾeen;4
deis;2
pɾoʝ;33
olun;1
bɾiwe;2
kɾs;3
arojo;1
deus;3
tk;19
nķ;4
tisse;1
tfwen;1
enos;1
xunk;2
ljeɾ;2
et͡ʃi;6
ɡwai;19
oio;3
amis;21
ili;3
ɲan;20
ɾuk;2
tek;129
diks;1
saķon;1
era;7
mweb;1
ɾķos;1
lķas;1
kob;2
luķo;1
ɡɾesja;4
moi;11
oɾen;4
taw;1
ussassen;1
ʝaķo;1
taķan;1
aķo;1
djaɾ;19
ɾjeb;1
axeno;8
dwes;1
blja;3
rjos;3
tɾeinteno;1
ksoks;2
akend;1
olea;9
fda;1
seɾl;5
kɾuķa;1
ksli;2
kiɾ;4
kɾjen;1
xin;2
uɾa;13
ɲon;14
ɲino;9
apea;2
sjam;1
dans;1
twens;1
klu;159
dɾee;1
mau;12
xii;1
injes;1
arja;3
aɾķos;1
sako;7
ɡɾen;3
kksi;1
iban;15
sex;1
aɾaɾ;1
inoɾ;3
banķas;2
neaɾ;3
mekso;2
uti;60
bn;2
laķo;2
asja;14
saljo;6
ksas;9
sabja;1
xeja;1
jã;2
aboam;5
met;3
it;3
kait;4
et͡ʃan;7
kaid;1
iɾja;3
nil;7
oɾje;4
fat;6
adou;3
lom;81
oxo;12
nok;9
anķuɾ;28
amiɾ;1
sand;1
kksks;1
boķ;2
sessan;1
kɾjujo;1
tai;9
alwas;3
nia;1
ɾoos;1
ʝjes;1
plil;1
seķa;1
ofɾesko;1
dɡad;1
anil;1
njes;19
sseint;1
ain;2
asam;12
kseid;1
tfu;2
ɲoe;1
ɾid;3
onjun;4
kl;3
kba;1
lwet;1
ksuɾ;1
ksat;1
bals;1
leķaɾ;1
kaķoɾ;1
senķa;1
aksiɾ;1
rwe;3
pɾaɡ;2
dano;14
arel;2
onķas;2
onķa;1
been;2
xian;8
aress;1
tdɾa;1
ɾap;3
ɡae;1
lais;2
ubas;3
asol;1
asse;1
atɾa;28
nķo;1
pɾ;136
pɾis;5
lanķas;1
afjaɾ;1
kson;4
arjes;6
tjee;1
ljaɾ;15
baɾe;1
mjan;5
ɾae;1
ʝuno;1
ķwe;1
twes;2
siwa;1
sans;6
oxas;2
oni;1
tɾuk;69
neos;12
abeis;3
iɾeis;1
koas;1
eli;78
ksjen;1
meksoɾ;1
ɾjes;25
seais;1
osoɾ;1
deķiɾ;1
xno;2
salķe;1
faķen;1
xsa;1
mxe;1
raķon;2
danno;3
awan;1
ɾķed;1
tou;6
ɾwiɾ;1
faķeɾ;3
wen;1
ɾeķi;1
mxo;2
bxno;1
sķu;1
mxos;1
mxan;1
nķejo;1
fiķje;1
mian;3
med;3
tɾeķjen;1
salis;3
dwaɾ;3
twan;8
flwe;1
aɲil;3
iten;1
umi;2
samu;2
pjas;26
lenķwe;2
ɾju;1
oksi;148
akɾee;6
xje;2
klau;13
apɾwe;1
bua;1
ɡɾwe;4
kɾejan;1
plen;15
mein;4
oɾas;1
apel;3
rɾan;1
salja;2
sessenes;1
jaeno;1
ksiª;1
tɾain;2
dba;1
adɾjan;1
lenķa;2
iʝe;3
ksjes;1
maa;2
kaķab;1
abenwt;1
ufi;1
ales;1
ubo;1
nesse;1
pois;2
eksissen;1
salissen;1
ees;1
bwisset;2
post;4
nisset;1
fwisset;1
iʝos;1
nissent;1
eksissent;1
owe;1
dissent;1
eksjant;1
njeɾ;2
maes;3
alwe;1
tɾwen;2
obiss;1
atjen;5
obissen;1
aius;1
eɾja;2
dɾin;1
eɾjal;1
pɾak;68
tɾjos;1
ɡɾaɾ;30
nean;4
dwos;9
meam;1
aken;1
bjekso;2
isabel;1
ķju;1
pwa;1
;14
sejan;2
fussen;1
rean;1
tjeɾkol;3
osi;1
osades;1
osaba;1
abino;1
oljo;1
kit;1
tiwa;1
fiks;1
oɲat;1
fɾoi;1
pljo;13
balt;1
t͡ʃam;5
bɾja;40
fɾwe;1
t͡ɬles;1
leom;1
lib;1
sakad;1
beb;1
ɾed;27
xeuf;1
oɾjen;16
oɾjent;1
mjel;2
mawa;1
int;1
siwe;2
poaa;1
asee;1
bwios;1
sun;28
banķa;1
saben;2
ates;1
atoɾ;1
abono;3
liksi;1
bjeksos;1
aɡan;1
ķue;1
ɲat;1
aljen;6
poɾs;2
leas;4
wos;1
kɾo;65
klaɾ;7
sjenon;1
edes;2
uɲa;1
dess;1
kil;7
ee;9
maķano;1
etjam;2
iʝi;1
unum;1
plus;6
oksas;1
nent;2
oɾwe;1
eas;2
bwis;3
meas;1
kem;1
neat;1
nawen;1
fpa;822
edf;5
fpt;821
anun;87
eaa;3
tsu;2
tjos;5
iek;73
eneɾ;37
kfe;3
pp;66
emo;401
ilu;25
fɾau;16
pɾeo;61
kuns;20
at͡ʃa;4
exem;63
psoe;55
beis;5
stet;2
ds;18
ufin;4
tɾol;28
blel;2
dinɡ;5
ɲol;74
aus;58
ans;1
reno;23
adap;14
new;3
ɾk;31
ppous;6
ewi;3
tt;17
fteɾ;2
wim;3
asio;1
bwel;99
sto;11
woodfoɾ;1
sins;1
abɾan;1
djal;64
tim;7
ɡɾeɡ;1
ski;9
bind;1
wan;4
ekwa;45
tti;34
skent;1
at͡ɬe;52
sid;30
af;6
tau;12
aɾea;14
oes;13
feu;5
pljas;3
daon;2
ubi;9
aeɾo;28
nau;30
bma;12
kleaɾ;12
sk;12
afe;1
wn;20
ts;31
ilja;1
nob;15
ɾeu;81
anoɾ;2
pak;35
eroɾ;11
fɾaɡ;4
ini;73
was;18
ɡton;21
pɾoa;2
dob;3
klwian;1
ɡmt;19
eeuu;46
ɡian;5
ɾjal;48
ms;13
lab;3
diʃ;1
ljal;14
isaɾ;1
ibe;20
eko;156
noa;21
dwa;12
adul;9
edu;25
xenas;5
baʝa;6
adwa;5
xena;1
ib;1
tɾoa;17
klea;5
efi;29
puɡ;7
sioe;2
ɡɾal;3
nwiɾ;2
ɡwal;2
rup;14
pljaɾ;8
pais;203
uniɾ;5
leno;33
t͡ʃet;3
ɾak;66
klwi;33
bɾjos;1
nwaɾ;12
adop;32
exip;23
eɾwin;1
ɡle;12
eksis;110
ɾeas;13
onu;11
eba;17
pjaɾ;4
nai;13
eljes;8
otawa;1
apun;33
sat͡ɬan;1
xano;6
asal;13
at͡ɬanti;3
asep;61
adal;1
f;5
nedi;11
akla;12
aplau;25
ples;14
kɾeaɾ;20
idea;39
klin;34
klan;8
tɾjaɾ;4
edwaɾd;4
atɾas;22
tts;2
sani;17
bɾad;3
buʃ;26
lean;8
ima;51
iɾo;94
bom;40
deos;14
iɾak;7
iol;9
tɾjun;53
nou;7
kamp;6
ɾaul;10
ati;3
klub;28
boi;51
tbol;47
bwiɾ;7
swal;18
fk;10
anti;22
flwen;10
ens;2
exeɾ;30
bakeɾ;6
nwal;10
ofeɾ;26
palm;3
opi;57
ʝaa;1
tɾjal;14
kkoo;12
uɡt;12
kljen;21
rjas;4
peas;10
kleo;4
kmt;2
seoe;3
seim;2
kou;5
sitwa;10
pib;5
kɾean;6
iaɾ;18
meɾk;3
banka;3
ɾees;5
ero;9
dunɡ;1
pljos;2
ʝeɾt;1
eɾs;1
nk;24
ksob;1
kbk;1
ipb;1
ɡɾoup;10
bs;5
mited;2
bou;2
t͡ʃjon;1
anwa;5
ft;13
foods;4
ɡɾano;18
ɡwɾ;2
bkɾ;3
kɾajo;4
tju;1
fono;8
sob;1
best;1
atɾai;2
twos;1
tɾoi;2
xol;14
pleos;5
mek;3
fɾeno;3
axil;3
klos;16
aleɾ;8
tɾon;7
ɲjas;21
win;5
ws;5
ftwa;1
nwi;12
waɾ;2
fɾak;9
fle;36
abɾen;3
ibeks;2
okde;2
bɾu;42
peos;11
omk;13
koɾd;11
aboɾ;11
kfdt;2
kftk;2
kɡk;2
kɡt;4
def;5
une;11
apd;1
apeɾ;15
atɾak;12
ebo;29
bɾin;8
opep;8
anwal;9
ril;6
ɡwate;13
taa;1
abul;3
ɡeb;2
kuwait;2
ɾauf;1
ɾawa;1
kjes;3
aɾnd;1
st͡ʃ;7
seul;1
aɾais;1
t͡sa;14
eta;83
ine;14
miks;9
bnɡ;1
eɾk;7
abɾu;4
ɾod;2
sla;2
uɾu;17
oasi;2
ito;4
oea;12
tɾjon;5
beja;17
ɾim;1
aɾja;2
kooɾ;19
ɾjad;1
mol;8
pse;8
iden;23
kwanti;1
kwau;3
mok;3
tɾik;5
aljan;24
pɾd;9
mtp;2
t͡ʃino;15
sw;1
ile;27
ɡɡou;1
aɾte;7
swes;2
koin;32
xiu;3
nissan;1
kouɾs;2
kwit;1
nni;1
xean;3
ɡai;8
esp;4
neas;10
aiɾ;7
nwas;4
abɾup;2
uswa;6
st͡ʃi;2
ff;8
ieis;1
xiɾ;34
xenes;3
tenti;14
ous;3
eksʝ;10
dɾeks;1
foun;2
ʝeno;10
slam;8
land;8
fɾjan;1
at͡ɬan;11
peɾspek;10
osaka;7
pekin;16
taka;1
iso;4
obk;2
ɾeuɾ;1
neu;20
mikako;1
ʝis;4
kjo;9
xok;1
onɡ;4
woɾld;1
mani;2
uk;2
inun;4
t͡ʃil;1
aʝ;35
fjos;2
ijano;4
spe;11
iɡt;10
ija;4
fɾank;4
spei;1
ɡt;3
ɾee;15
maen;1
t͡ʃaud;4
ewd;3
abjon;6
sao;9
exeɾsi;17
tsx;2
til;27
kln;1
kne;9
pleno;13
eljas;1
xawa;1
elje;1
foks;9
tna;4
nɡw;2
wu;1
donɡ;1
feo;15
enano;1
neksos;1
ɾwano;7
tko;2
mla;5
bkob;3
tɾoika;1
xail;1
t͡ʃob;1
t͡ʃis;43
sds;2
bsp;1
lju;1
leb;1
sanɡ;3
seɡ;2
leen;33
daka;33
idoja;3
euska;3
pnb;34
ais;19
nika;1
rans;1
boe;1
tuɾno;10
klis;28
tten;1
buɾɡ;2
ɾau;1
abas;4
fweɾs;1
mm;3
xeɾaɾd;2
ɾoe;17
peis;1
tean;8
bild;1
kɡo;6
ɡmd;1
kbpo;1
ode;1
t͡ʃt;4
ɡxio;1
buɾsati;5
ixm;1
beɾad;1
ɡko;1
bjano;19
tbo;16
aleks;5
xea;6
oxa;14
uli;1
edwin;1
edwaɾ;9
xeo;11
banni;1
aɾjel;2
ams;8
xse;6
rai;4
ɾel;4
pɾsk;2
pld;8
abɾje;1
ekso;3
baka;12
alum;7
emeɾ;11
sasio;12
aɡɾu;4
kd;9
ud;6
adum;1
psk;7
naos;1
fɾjo;31
kono;3
ron;3
teaɾ;12
fik;6
twas;1
wil;4
twian;2
sekso;6
bb;8
kloa;4
ɾeen;3
ɡlas;9
saɡa;2
fm;1
xeks;2
kbm;2
sato;3
nesas;3
fɾes;5
stxe;1
kontɾas;4
asia;8
eksak;11
kɾoa;17
nik;12
sti;1
meaɾ;1
sls;4
atɾaeɾ;2
ɡwo;21
sdp;3
ns;2
ls;1
blea;10
ids;1
aʃ;1
ed;7
mund;4
stoi;13
aɡ;6
beɾeu;1
sü;8
ddeu;1
tunɡ;1
ɡwos;3
asiɡ;2
stpi;1
ukɾa;2
ibeɾ;20
sak;9
web;7
www;1
ɾsb;1
fluk;3
ʝips;6
amp;3
ksem;7
bouɾɡ;6
tebi;4
deɾno;6
lowis;5
tton;2
moet;1
nessi;1
lb;2
aɾeas;3
tt͡ʃe;2
naʃ;1
toksi;4
eɾika;4
asom;2
lap;9
djoam;2
fɾas;17
ipe;2
kɾois;6
buɾsatil;3
bmb;1
wta;1
dwal;8
lenka;1
kko;1
ɾsa;1
lud;1
sbk;1
eman;1
ɡljaɾ;1
aɾɡ;10
nooɾ;1
lwa;5
dko;1
ɾkin;1
pao;7
sanjas;1
kfoɾt;4
st͡ʃu;5
t͡ʃeɾ;11
ɡt͡s;1
aɾau;1
itb;1
kɾoe;1
dep;1
bɾeeks;1
ɡɾeen;6
pano;3
fae;2
iɾu;9
nalti;10
eteɾno;6
at;20
tik;16
ska;8
anoe;1
bao;8
tana;3
ssel;4
sinɡ;4
ɾeaɾ;3
tnam;14
adʝe;1
loa;4
ares;7
ɾeak;29
akp;3
bolteo;1
akwa;1
miai;1
ɾul;1
otan;9
sate;2
tɾje;3
at͡ʃu;2
eɡw;4
eɾos;1
fiti;1
uru;3
dɾeu;3
pil;7
akb;3
adjes;2
blau;5
t͡sjas;2
obeɾ;2
als;2
eftʝ;1
aɡɾo;5
njeɾs;1
kuno;2
sɾa;1
bun;9
taɡ;4
t͡ʃka;1
kdu;1
fpoe;6
xoeɾɡ;2
plaɾ;7
klaus;1
nkel;2
not;4
tak;25
flwi;6
tjons;5
ʝwis;2
ɾup;5
iɲaki;4
saɡas;6
saens;3
beʝku;17
smi;3
klew;1
low;1
siks;2
simp;1
walʃ;2
wɾi;1
maɾs;1
ɡɾeenam;1
t͡ʃol;1
niska;1
step;1
aron;2
one;6
tta;8
ɾoɡ;1
maiste;1
lot;1
nee;1
koen;3
ɡbɾ;1
kkei;3
tto;10
pakis;1
ɾako;1
bɾoad;1
peak;1
ebe;1
ɾest;2
ʃis;1
panɡ;1
oiu;1
maka;2
nano;3
sabjo;7
njoɾs;7
wal;3
mwel;5
arwa;1
st͡ʃe;6
ofen;37
adwe;2
kɾam;8
apɾje;3
oɡɾo;1
baku;1
pleaɾ;3
tiku;16
salon;3
ɡolf;2
skaʃ;2
sitwan;2
ɾadi;1
ttɡaɾt;4
tt͡ɬeɾ;2
apu;1
sapoɾ;3
aas;1
bxoeɾn;1
lwaukee;2
kke;4
bot;13
ɡlenn;1
xik;2
ttino;2
blei;1
kbs;1
knn;1
xim;7
ʝup;1
wins;2
afan;3
bank;3
dɾesd;1
depoɾ;1
ein;3
pajo;1
dxal;2
bika;1
bmw;11
at͡ʃim;1
beɾɡ;16
foɾd;26
mɡ;3
tneɾs;2
aɲe;2
oks;1
tteɾ;22
eɾi;3
alain;2
lsi;1
enaɾ;1
abɾjo;13
inau;15
elen;1
tɾjan;1
tɾono;3
dewa;1
aɡwan;15
bens;4
mann;6
fbi;6
oseos;1
t͡ʃiwawa;1
aljas;2
pɡɾ;1
ɡono;5
kanɡ;2
awai;2
adn;2
opu;2
alis;2
aros;5
koun;1
asp;5
appli;1
tinɡ;6
baan;1
souɾ;1
kpn;1
swiss;1
ʃa;6
kkeɾ;4
ffo;1
lk;3
ʃel;1
enoɾ;17
ooli;2
ɡans;2
ɡles;12
alan;2
ʃea;3
afa;2
uto;3
aɡɾi;14
fao;4
satin;2
aɡɾoin;2
at͡ɬas;2
saɡw;1
kok;2
ap;4
oɾno;2
lak;3
luɾ;2
klwia;2
bk;3
kken;4
mawad;7
kseo;12
amb;4
spo;1
kb;2
knb;2
dek;3
stɾeet;2
alen;3
ɾep;9
inɡ;2
ɾinɡs;1
sekan;1
oɾjol;7
kaɾt;3
tɾoit;6
maks;7
paul;5
toɾspoɾt;1
ɡlja;1
tante;8
ɾun;1
t͡ɬand;1
ponte;1
rano;3
tabɾo;3
fnk;2
ika;1
appk;5
tson;1
ante;7
ɾew;2
ɾaes;2
lat;1
t͡ʃek;2
balʃaw;1
lkin;3
kinɡ;2
daw;2
ɡljo;1
woɾslei;1
ʃaw;1
mk;19
dɾop;1
lewis;3
ɡbi;4
xiaɾ;3
mwa;3
ppo;1
ɡʝ;5
ʃow;2
klon;1
pɾoe;2
poɾt;5
epi;11
spoɾt;1
stam;1
saɡwn;2
kont;2
fad;1
aɡɾjos;1
inol;1
ɡɾeb;8
dm;3
sip;1
nko;1
dolf;1
st͡ʃaɾ;3
pinɡ;3
ax;5
blin;3
iʝɡ;1
oɡ;1
ɲano;1
real;8
ɾanka;1
make;2
ɡwti;3
neal;2
spuɾs;5
lakeɾs;4
kinɡs;2
dun;1
lik;2
njels;1
ɡɡ;1
suns;2
poe;14
niks;1
fɾus;5
pʝl;2
mbx;1
koln;1
laɾt;1
waɾd;3
tb;10
fola;1
xust;1
beɾn;1
ekip;1
skan;1
lips;1
xaiɾ;2
okam;1
oswal;2
dot;2
uma;1
snet;5
kdf;6
sain;5
banti;2
ʝei;5
eloi;1
eb;2
xob;1
spoɾ;2
lx;1
bʃ;1
iuɡ;1
kaiku;1
ɡɾee;3
kaɾl;3
fɾee;8
ɾjon;3
oɾos;2
nju;1
ɾka;1
t͡ʃs;1
bia;1
dika;2
bkas;1
mae;4
koɡ;1
peɡ;1
ipf;3
opa;2
ksjo;10
ʃwi;2
taiwan;6
konɡ;3
daɾd;1
tanɡ;2
taiwa;1
pdp;1
opwes;3
ʃan;1
nki;3
plean;5
ukd;3
ise;2
nawi;3
ineks;4
open;1
bouɾ;2
naud;1
skud;2
ɡɾaf;1
woodɾu;1
kouɾ;1
niko;3
pɾjati;1
st͡ʃn;1
kleos;4
arai;2
ipk;1
lox;15
kop;2
assef;1
peu;3
spa;7
naiɾ;7
ftan;1
ɾiɡ;1
tein;7
slo;3
aɾit;1
seen;5
ideas;12
ɾuɾ;6
alou;2
t͡ʃeo;1
flot;1
siuɾ;1
kkai;1
aɾu;2
kois;1
oɾan;2
wl;2
nwo;11
leaɾ;4
ɾenk;1
ɾeem;1
xne;5
ot͡ʃoa;2
rwet;2
bski;3
ɡaɡ;1
teiksei;1
pspb;1
pn;3
siano;4
dɾau;1
eɾik;2
kmb;5
omb;2
late;4
dalbi;1
ʃiɾ;1
tt͡ʃ;2
peɾn;1
ksea;5
eɾes;30
kaut;2
lou;1
kdk;8
udk;1
nap;1
pɾano;11
senn;1
fanni;1
mikei;1
faɾk;1
bɾjan;6
unjo;3
udal;4
fmi;3
bm;2
pnud;1
ubeɾ;1
ɾwel;2
ɾeid;2
fib;1
ike;1
tei;4
bob;1
aɾum;3
inak;2
aib;1
ɡxins;4
flei;2
monte;1
ninɡ;4
xss;1
moɾe;1
ebeɾ;3
ɾeɾs;2
daks;1
aw;2
dabɾo;1
wski;4
osoɾno;2
saes;1
kain;12
eksul;1
sindi;2
news;1
blis;1
ljat;2
ɾoose;1
belt;1
nald;2
ɾot;1
ssien;1
afjan;2
moodi;1
toɾs;2
upn;1
mw;1
enu;3
pep;2
iaoo;1
aol;1
seaɾs;1
maɾt;1
oik;1
xinɡ;1
ɾke;7
fuɾst;1
ink;1
tɾust;1
irea;1
adol;1
eksoɾ;2
asus;10
t͡so;1
ɾjak;1
aika;1
makkai;1
beu;8
sais;4
ʝaeɾ;8
sesped;7
adelʃo;3
st͡ʃil;1
ɡeim;1
neken;5
tʝe;1
ɡɾwand;2
aɡɾoa;1
saboiɾ;1
tɾau;2
lok;3
ʝoɡs;2
aiuno;4
tt͡ɬe;5
kɾeek;1
staɾ;5
t͡ɬi;1
t͡ʃips;2
ʝinɡ;1
safewai;1
xab;1
xla;1
ɾml;1
emil;5
sama;3
pilni;3
xei;1
bka;2
bɾaeɾ;3
boeinɡ;1
ptx;3
anif;4
eksen;4
sates;4
baʝ;2
psdeɡ;4
ksun;4
bleas;1
eksaus;1
west;3
kpi;1
ʝou;2
aflwen;1
kontɾe;5
bɾent;1
steel;1
ɡɾiɡsbi;1
njoɾ;1
ppa;1
unai;1
ɡou;2
pjepo;1
lekom;3
penas;1
teid;1
afɾi;9
kna;4
sben;1
luns;2
denoud;2
sakob;1
siwo;1
nian;6
paia;1
xoao;1
sadk;1
ɾdk;3
ljon;1
uɡan;1
owa;1
oɾf;1
ʝl;3
kles;1
aksel;1
spɾin;2
iɡa;2
maas;1
adʝ;1
peɾom;1
ttews;1
fɾje;4
xino;3
touɾ;3
faus;2
samwi;1
saul;1
mjon;2
xx;3
oo;2
edje;2
koope;1
seos;4
t͡sain;1
fjas;6
psi;13
nep;1
tee;3
fsan;2
t͡ʃii;1
mosen;1
laʝ;1
asaɾ;7
alkoɾ;2
bajano;2
samwa;2
aɡɾjo;1
sai;5
tabɾos;1
nekst;4
bɾonɡ;1
njaɾt;1
kak;2
stei;6
ɡp;1
xoe;3
deki;1
fjeld;2
anaeim;1
edɡaɾ;1
wwaɾ;1
anais;2
t͡ʃaɾd;7
ʝmno;2
iɡoɾ;1
tɾil;1
adɾa;1
t͡ʃau;5
kaf;1
saseɾ;1
ota;1
reks;4
bankin;2
oto;7
kean;4
daɾt;1
isun;3
ɾoes;4
pui;1
lekum;1
ɾuɾe;2
ipa;1
eloɾ;1
aɾam;1
ikeɾ;2
asjeɾ;1
ojaɾ;1
paɾte;1
aksjal;2
ɡin;2
samo;2
inxus;4
asea;1
unen;3
identi;3
moun;2
tain;2
bike;2
btt;1
faiɾ;1
faɾm;1
obino;2
fau;3
tok;2
emus;1
xeɾt;1
teu;1
ep;3
ɾeiɾ;21
lka;2
teɾs;6
toes;5
km;4
ebɾjo;1
kool;8
koo;1
ksis;14
siwjek;5
ires;4
liss;2
aleksan;1
kw;4
njewski;3
kɾ;6
lewski;2
tbe;5
beɾs;1
etb;1
ɡm;1
lkom;1
tt͡ʃi;2
ɾinɡ;2
nekt;1
ɾʝ;1
ɾwok;2
iri;5
t͡ɬle;1
mak;5
ɾpp;1
stein;3
aon;4
abiko;2
keos;2
wm;1
eln;1
antjo;2
soni;5
oxwe;3
beɾsati;1
dbd;1
t͡ʃip;1
inem;6
nekso;1
fmln;1
uka;1
nmd;2
akam;1
fp;2
uxe;1
kaʃ;1
flow;2
oit;3
aunɡ;1
suu;1
kii;1
mnɾ;4
aɡɾjas;1
mikjo;3
obu;7
baɾʃe;1
fski;1
inm;1
t͡ʃja;5
dae;3
xunɡ;1
waʝd;1
maɾa;1
niwo;1
naka;1
tenko;1
lwan;1
ktu;4
mjal;1
ftu;2
djot;2
abib;2
eseɾ;1
weis;3
likud;1
ultɾa;2
ʃas;2
ɡiaɾ;1
adoɾ;2
fil;9
diku;9
enun;3
asieɾ;3
inw;1
aplas;3
kɾwel;5
bljo;4
eɾu;2
and;2
won;2
of;3
tains;1
sons;2
laad;1
ɾous;1
ɡwis;6
ksos;1
eppuɾ;1
mwo;1
bɾup;1
lise;1
aʝn;1
taiɡ;1
atem;1
loe;2
nao;3
law;1
bɾean;2
bak;15
tɾwos;3
liku;19
tɾepi;4
faks;1
akas;3
mouɾ;1
xak;3
ɡlan;2
ireal;1
afei;2
askaɾ;1
adjos;7
eɲe;2
bw;1
ɡɾjen;3
iano;2
roɾ;27
kswal;5
inns;1
anal;1
bliʃ;1
ɾiʃ;1
flwiɾ;1
wʝski;1
ideal;8
eljot;1
koɾt;4
skoɾ;2
oɾjon;4
xiɾl;3
apɾès;1
mono;4
djeu;1
fɾun;7
saljan;3
ɾowak;1
kled;4
aman;8
dɾjo;1
ɡɾje;3
irup;3
bejan;3
dwen;1
ɲak;1
deaɾ;5
blaos;1
peɾspi;1
pjan;3
aplo;1
oxe;2
onɡs;1
spjel;3
bjao;1
alti;1
eda;1
edil;1
ideo;5
kɾesjas;1
t͡ʃoɾno;1
ekja;1
uɲas;2
ɡkok;2
saw;2
maun;1
lam;13
saljaɾ;1
ksjaɾ;1
kaus;2
amal;1
ɡɾom;1
etni;3
xou;1
t͡ʃateɾ;1
ɲea;1
ɲee;2
liɾi;3
buk;1
ɡwei;1
saɡwas;1
nwan;3
t͡ʃinɡ;1
mjeɾ;20
mou;3
boʝ;1
bjed;1
dɡɾa;1
blooms;1
iwood;2
atɾaja;1
t͡ɬon;1
tjeɾno;1
odjan;1
seaɾ;2
bwian;1
arwi;3
abɾo;1
anaɾ;4
doɡ;2
tɾeno;2
bɾeo;3
akɾis;1
ʃe;3
mjol;1
afea;1
tɾjes;1
nba;9
ɾankinɡ;1
aɾkan;3
kɾwen;3
tomp;2
nkaa;3
dd;2
eʝjo;1
sweet;1
twɾ;1
dwi;1
stewaɾt;1
teas;1
teɾn;1
kki;3
bilt;1
ffs;1
ffoɾd;2
ik;5
antu;1
sket;2
ɾjukob;1
kkas;1
fɾed;1
alek;1
rais;1
sabik;1
aɾos;2
inin;1
duke;7
fab;6
fouɾ;1
ann;1
